title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Sobai Chaay Chuti,pop,Anupam Roy,2020,11,{},"সবাই চায় ছুটি, ঘরে ফেরা ঘুটি
সবাই চায় সাগরমুখী জানলা
সবই যায় কেনা, হাজার কোটি সেনা
তাও যুদ্ধ জেতা যায় না

এরোপ্লেনে চড়ে ঘুম যাচ্ছে উড়ে
চেয়ার পেতে বসি এসো বারান্দাতে
ফুরিয়ে যাক পুঁজি
এমন জায়গা খুঁজি
যা একদম ম্যাপের বাইরে

অমরত্বের ফর্মুলাটা কি?
প্রায় সবাই জানতে চায়
নতুন আলোর সন্ধানে সবাই
শুধু ছুটে চলে যায়
দিন কাটে সব ভুলভাল ধারণায়
গন্তব্যহীন বিষণ্ণতায়

সবাই চায় ছুটি, ঘরে ফেরা ঘুটি

বাতিল ভেবে কেউ রাখে না খোঁজ
লেগে ধুলো সারা গায়
উড়বে বলে ডানা মোছে রোজ
তবু আটকে থেকে যায়
দিন কাটে রোববারের অপেক্ষায়
একঘেয়ে বিজ্ঞাপন বিষণ্ণতায়
সবাই চায় ছুটি, ঘরে ফেরা ঘুটি
সবাই চায় সাগর মুখী জানলা
সবই যায় কেনা, হাজার কোটি সেনা
তাও যুদ্ধ জেতা যায় না

এরোপ্লেনে চড়ে ঘুম যাচ্ছে উড়ে
চেয়ার পেতে বসি এসো বারান্দাতে
ফুরিয়ে যাক পুঁজি
এমন জায়গা খুজি
যা একদম ম্যাপের বাইরে",5398159,bn,bn,bn
Ei Brishtite Bhije Mati,pop,Manna Dey,2020,974,"{""Lata Mangeshkar""}","এই বৃষ্টিতে ভিজে মাটি
চলো, চলে যাই তুমি আমি
দু'জনেতে মজা করে
ভিজে আসি পাশাপাশি

এই বৃষ্টিতে ভিজে মাটি
চলো, চলে যাই তুমি আমি
দু'জনেতে মজা করে
ভিজে আসি পাশাপাশি

এই বৃষ্টিতে ভিজে মাটি
চলো, চলে যাই

এ মন যে হলো এলোমেলো
এই বৃষ্টিধারায়, পাগল হাওয়ায়
ভরিয়ে দিলো কানায় কানায়

এ মন যে হলো এলোমেলো
এই বৃষ্টি ধারায়, পাগল হাওয়ায়
ভরিয়ে দিলো কানায় কানায়
এই বৃষ্টিতে হৃদয় ভরে
দিলাম সবই উজাড় করে
হারিয়ে গেলো আমার আমি
কখন মনের অগোচরে

এই বৃষ্টিতে হৃদয় ভরে
দিলাম সবই

এমন ভাবে কাছাকাছি
কখনও আসিনি তুমি আমি
নিবিড় করে কখনও পাইনি

এমন ভাবে কাছাকাছি
কখনও আসিনি তুমি আমি
নিবিড় করে কখনও পাইনি

এই বৃষ্টিতে ভিজে রাতে
একলা ঘরে অন্ধকারে
কথা দিলাম, কথা নিলাম
তুমি আমার, আমি তোমার

এই বৃষ্টিতে ভিজে রাতে
কথা দিলাম",5412150,bn,bn,bn
Lobher Agun,rock,Cryptic Fate,2020,167,{},"অনেক হারিয়েছি আমার জীবনে
তবু আছি কোনোমতে টিকে
পৃথিবী চুরি করেছে আমার সব পুণ্য
বোধ জ্ঞান আর নেই হয়ে গেছে শূন্য

চারিদিকে একের পর এক হিংসার দেয়াল
ভেঙ্গে দেয়ার শক্তি আমার নেই
অন্ধবিশ্বাস এক ফাঁসির জোট আমার গলায়
সময় নেই আর ফিরে তাকাবার

লোভেরই আগুন পুড়িয়েছে আমায়
অন্যায়ের বাঁধনে ঘেরা আমি অসহায়
লোভেরই আগুন আজ এনেছে কোথায়!
অন্ধকার ভবিষ্যৎ দেখি জীবনের আয়নায়

আজ আমি একা অতৃপ্ত অসহায়
সব বাসনা আঘাত করে বারেবার
অন্ধকারের ভ্রান্ত কামনা
কেড়েছে আমার সব অধিকার

চারিদিকে একের পর এক হিংসার দেয়াল
ভেঙ্গে দেয়ার শক্তি আমার নেই
অন্ধবিশ্বাস এক ফাঁসির জোট আমার গলায়
সময় নেই আর ফিরে তাকাবার
লোভেরই আগুন পুড়িয়েছে আমায়
অন্যায়ের বাঁধনে ঘেরা আমি অসহায়
লোভেরই আগুন আজ এনেছে কোথায়!
অন্ধকার ভবিষ্যৎ দেখি জীবনের আয়নায়

লোভেরই আগুন পুড়িয়েছে আমায়
অন্যায়ের বাঁধনে ঘেরা আমি অসহায়
লোভেরই আগুন আজ এনেছে কোথায়!
অন্ধকার ভবিষ্যৎ দেখি জীবনের আয়নায়",5412161,bn,bn,bn
Priyotamo Ki Likhi Tomay,pop,Lata Mangeshkar,2020,4970,{},"কি লিখি তোমায়?

প্রিয়তম...
কি লিখি তোমায়?
কি লিখি তোমায়?
তুমি ছাড়া আর কোনো কিছু ভালো লাগে না আমার
কি লিখি তোমায়?
কি লিখি তোমায়?

কৃষ্ণচূড়ার বনে ছায়া-ঘন পথ
আঁকা-বাঁকা পথ
আমার আঙিনা থেকে চলে গেছে তোমার মনে
কৃষ্ণচূড়ার বনে ছায়া-ঘন পথ
আমার আঙিনা থেকে চলে গেছে তোমার মনে
বসে আছি বাতায়নে
তোমারই আশায়

কি লিখি তোমায়?
কি লিখি তোমায়?

ভালোবাসা নিশিরাতে ডাক দিয়ে যায়
কত কথা কয়
তোমার আসার কথা লেখা আছে সব কিনারায়
ভালবাসা নিশিরাতে ডাক দিয়ে যায়
তোমার আসার কথা লেখা আছে সব কিনারায়
গুনগুন করে মন
ব্যথারও ছায়ায়
কি লিখি তোমায়?
কি লিখি তোমায়?

তুমি ছাড়া আর কোনো কিছু ভালো লাগে না আমার
কি লিখি তোমায়?",5419231,bn,bn,bn
Mon Mor Megher Sangi,pop,Hemanta Mukherjee,2020,149,{},"মন মোর মেঘের সঙ্গী
উড়ে চলে দিগ-দিগন্তের পানে
নিঃসীম শূন্যে শ্রাবণবর্ষণসঙ্গীতে
রিমিঝিম রিমিঝিম রিমিঝিম

মন মোর মেঘের সঙ্গী
উড়ে চলে দিগ-দিগন্তের পানে
নিঃসীম শূন্যে শ্রাবণবর্ষণসঙ্গীতে
রিমিঝিম রিমিঝিম রিমিঝিম

মন মোর হংসবলাকার পাখায় যায় উড়ে
ক্বচিৎ ক্বচিৎ চকিত তড়িত আলোকে
মন মোর হংসবলাকার পাখায় যায় উড়ে
ক্বচিৎ ক্বচিৎ চকিত তড়িত আলোকে
ঝঞ্ঝনমঞ্জীর বাজায় ঝঞ্ঝা রুদ্র আনন্দে
কলো-কলো কলমন্দ্রে নির্ঝরিণী
ডাক দেয় প্রলয়-আহ্বানে

মন মোর মেঘের সঙ্গী
উড়ে চলে দিগ-দিগন্তের পানে
নিঃসীম শূন্যে শ্রাবণবর্ষণসঙ্গীতে
রিমিঝিম রিমিঝিম রিমিঝিম
বায়ু বহে পূর্বসমুদ্র হতে
উচ্ছল ছলো-ছলো তটিনীতরঙ্গে
বায়ু বহে পূর্বসমুদ্র হতে
উচ্ছল ছলো-ছলো তটিনীতরঙ্গে
মন মোর ধায় তারি মত্ত প্রবাহে
তাল-তমাল-অরণ্যে
মন মোর ধায় তারি মত্ত প্রবাহে
তাল-তমাল-অরণ্যে
ক্ষুব্ধ শাখার আন্দোলনে

মন মোর মেঘের সঙ্গী
উড়ে চলে দিগ-দিগন্তের পানে
নিঃসীম শূন্যে শ্রাবণবর্ষণসঙ্গীতে
রিমিঝিম রিমিঝিম রিমিঝিম",5433060,bn,bn,bn
Qatl E Zulfiqar,pop,Timir Biswas,2020,234,{},"জমেছে গভীরে যত, সবই সময়ের ক্ষত
লালচে সকাল আসে, সবাই যে আহত
ভাঙে ঘর ঈশ্বর
ফাঁকা চোখে চেয়ে থাকে, ধূসর পিছু ডাকে

কঠিন অসুখ, কঠিন সময়, অজানা কালো ভয়
কঠিন অসুখ, কঠিন সময়, অজানা কালো ভয়

জমেছে গভীরে যত, সবই সময়ের ক্ষত

থেমে গেছে সব, যেন অচেনা হাওয়ার কোনো গতি নেই
রক্তের ফোঁটাগুলো জড়ো হয়ে থাকে, পরিণতি নেই
থেমে গেছে সব, যেন অচেনা হাওয়ার কোনো গতি নেই
রক্তের ফোঁটাগুলো জড়ো হয়ে থাকে, পরিণতি নেই

ধারালো নখের আঁচড়ের দাগ
পুড়ে গেছে সব, এসে দেখি এই মোহনায়
মোহনায়...

কঠিন অসুখ, কঠিন সময়, অজানা কালো ভয়
কঠিন অসুখ, কঠিন সময়, অজানা কালো ভয়
খিড়কি আড়াল থেকে চোখগুলো সরে যায় তাকালে
আমার ভেতরে কেউ শুয়ে ছিলো, তুমি এসে জাগালে
খিড়কি আড়াল থেকে চোখগুলো সরে যায় তাকালে
আমার ভেতরে কেউ শুয়ে ছিলো, তুমি এসে জাগালে

ঘুমিয়ে কি আর ব্যথা ভোলা যায়?
জেগে থাকি তাই, দেখা হোক শেষ সীমানায়
সীমানায়...

জমেছে গভীরে যত, সবই সময়ের ক্ষত
লালচে সকাল আসে, সবাই যে আহত
ভাঙে ঘর ঈশ্বর
ফাঁকা চোখে চেয়ে থাকে, ধূসর পিছু ডাকে

কঠিন অসুখ, কঠিন সময়, অজানা কালো ভয়
কঠিন অসুখ, কঠিন সময়, অজানা কালো ভয়
কঠিন অসুখ, কঠিন সময়, অজানা কালো ভয়
কঠিন অসুখ, কঠিন সময়, অজানা কালো ভয়",5433064,bn,bn,bn
Tumi Bojho Ami Bujhi,rock,Cactus (India),2020,317,{},"সা-সা-সা-সারিডন, জেলুসিল
বুকে বড় কষ্ট
চেপে রাখা sex-এ
চ-চরিত্র নষ্ট
ভালোবাসা উ-উ-উড়ে গেছে
শোনো মোর ভাইটি
ভালোবাসা বুক খোলা ফিনফিনে না-না-নাইটি

তুমিও বোঝো, আমিও বুঝি
বুঝেও বুঝি না
তুমিও বলো, আমিও বলি
তবে সোজাসুজি না

তুমিও বোঝো, আমিও বুঝি
বুঝেও বুঝি না
তুমিও বলো, আমিও বলি
তবে সোজাসুজি না

ডি-ডি-ডিস এন্টেনায়
পশ-পশ্চিমি মুরগির ডিম
মা-মা-মা-মাল-মাল্টি জিম আর
Moisturizer cream
বা-বা-বা-বারে কি আরাম
বাবর নাকি রাম
ভো-ভো-ভো-ভো-ভো-ভো-ভোটে
টিকটিকির যে কি দাম!
তুমিও বোঝো, আমিও বুঝি
বুঝেও বুঝি না
তুমিও বলো, আমিও বলি
তবে সোজাসুজি না

তুমিও বোঝো, আমিও বুঝি
বুঝেও বুঝি না
তুমিও বলো, আমিও বলি
তবে সোজাসুজি না

সা-সা-সা-সারিডন, জেলুসিল
বুকে বড় কষ্ট
চেপে রাখা sex-এ
চ-চরিত্র নষ্ট
ভালোবাসা উ-উ-উড়ে গেছে
শোনো মোর ভাইটি
ভালোবাসা বুক খোলা ফিনফিনে না-না-নাইটি

তুমিও বোঝো, আমিও বুঝি
বুঝেও বুঝি না
তুমিও বলো, আমিও বলি
তবে সোজাসুজি না

তুমিও বোঝো, আমিও বুঝি
বুঝেও বুঝি না
তুমিও বলো, আমিও বলি
তবে সোজাসুজি না
তুমিও বোঝো, আমিও বুঝি
বুঝেও বুঝি না
তুমিও বলো, আমিও বলি
তবে সোজাসুজি না

তুমিও বোঝো, আমিও বুঝি
বুঝেও বুঝি না
তুমিও বলো, আমিও বলি
তবে সোজাসুজি না",5433070,bn,bn,bn
Khelna Bati Ranna,pop,Anupam Roy,2020,401,{},"তুমি ডাকলে আসছি, ভালো লাগলে হাসছি
মন ব্যথা, চোখ ভরে কান্না
একই সিঁড়ি ভাঙা, কুমির ডাঙা
তবু সব খেলনা বাটি রান্না

একই আশা চলছি, একই ভাষা বলছি
ছোট মুখে বড় কথা আর না

তুমি ডাকলে আসছি, ভালো লাগলে হাসছি
মন ব্যথা, চোখ ভরে কান্না
একই সিঁড়ি ভাঙা, কুমির ডাঙা
তবু সব খেলনা বাটি রান্না

কিছুই বানানো হয়নি আমার মাপে
অনেক নিচুতে কুঁড়িয়ে বাঁচার ঠাট্টা, অভিশাপে
তোমাদের চোখে আমরাই লিলিপুট
গোছানো শহরে অন্য গ্রহের নিতান্ত বিদঘুট

অনেক হয়েছে, এইবার হাত ধর না
এইবার হাত ধর না
একই সিঁড়ি ভাঙা, কুমির ডাঙ্গা
ছোট মুখে বড় কথা আর না
তুমি ডাকলে আসছি, ভালো লাগলে হাসছি
মন ব্যথা, চোখ ভরে কান্না",5433080,bn,bn,bn
Niranobboi,pop,Tahsan,2020,50,{},"অদ্বিতীয় অপ্রত্যাশী তুমি, আদি-অনন্ত চিরস্থায়ী
প্রথম সৃজনকারী
জগৎপতি জ্যোতি তুমি পরম করুণাময়
প্রশংসিত প্রতিপালক

প্রহরী তুমি, হীনকারী তুমি, পুনরুত্থানকারী
সত্যস্বরূপ দৃঢ় তুমি, অনুগ্রহকারী
মহিমান্বিত, গৌরবান্বিত, মহান উন্নত ন্যায় বিচারক
তুমি আমায় পুড়তে দাও

নীরবে কাঁদবো আমি একা, তোমায় ডাকবো না
ছুটে যাবো আয়নার তরে, ভুলেও ওদিকে না
সুরের আড়ালে লুকিয়ে আমি
বলি ধন্য আমি

সৃষ্টির আর মৃত্যুর
মৃত্যুর আর প্রত্যাবর্তনের স্বত্বাধিকারী
প্রকাশ্য আর অপ্রকাশ্য
সত্যের ধারক তুমি, পবিত্র পরাক্রমশালী
কোমলান্তকরণময় রক্ষাকারী তুমি
ধৈর্য, শক্তি, সম্মান তুমি
কৃপার আধার তুমি
ন্যায়পরায়ন, পথ প্রদর্শনকারী
চিরজীবী বন্ধু আমার
তুমি আমায় পুড়তে দাও
পূর্ব-পশ্চিম আর ঈষানে, প্রতি দিকে খুঁজে পাই
মিশে যাই তোমার স্রোতে আজ বিবর্তনের শেষে
ধ্যানের আড়ালে লুকিয়ে আর নই
বলি, ধন্য আমি

আজ মুক্ত আমি
আজ ধন্য আমি
আজ মুক্ত আমি
আজ ধন্য আমি",5436199,bn,bn,bn
Prematal,pop,Tahsan,2020,12385,{},"এ যেন সহজ স্বীকারোক্তি আমি যুগান্তরী নই
এ যেন ভীষন আক্ষেপ আমার আমি দিগ্বিজয়ী নই
শুধু একটাই আশা আমি বুকে জড়িয়ে
রবো সারাটি জীবন তোমায় নিয়ে

কোনো এক নিঃসঙ্গ রোদেলা রাতে দেখেছি
প্রিয়তমা তোমার চোখে মিষ্টি হাসি
কোনো এক দুঃসহ জোছনা দিনে বাতি নিভে গেলে
কড়া নেড়েছি তোমার হাতের ঘরে
কিছু অর্থহীন শব্দ বুনে ডেকেছি তোমায়
প্রেম তুমি কোথায়

বিন্দু আমি, তুমি আমায় ঘিরে, বৃত্তের ভেতর শুধু তুমি আছো
মাতাল আমি তোমার প্রেমে, তাই অর্থহীন সবই যে প্রেম লাগে
বিন্দু আমি, তুমি আমায় ঘিরে, বৃত্তের ভেতর শুধু তুমি আছো
মাতাল আমি তোমার প্রেমে, তাই অর্থহীন সবই যে প্রেম লাগে

প্রেম নিয়ে কত শত কবি কত কাব্য করলো
বৃথাই জীবনটা কাদা মাখামাখি করে অশ্রু ঘুম পাড়ালো
ভেবেছিলাম নিজেকে স্রোতের বিপরীতে একজন
প্রেম নিয়ে মাতামাতি শুধুই আদিখ্যেতা
কেন তুমি শোনালে সেই দুষ্টু হাসি
কেন দূরালাপনে সেই মিষ্টি কবিতা
কেন তুমি শোনালে সেই মিষ্টি হাসি
কেন দূরালাপনে সেই মিষ্টি কবিতা

আজ শিকল পরিয়ে আমার চোখে তুমি প্রেম আঁকছো
কাঁদতে পারছি না আমি

বিন্দু আমি, তুমি আমায় ঘিরে, বৃত্তের ভেতর শুধু তুমি আছো
মাতাল আমি তোমার প্রেমে, তাই অর্থহীন সবই যে প্রেম লাগে
বৃহস্পতির বলয় ঘিরে শনিতে আজ আমি পৌঁছে গেছি
তোমার প্রেমে পাগল হয়ে পাগলামির ভাবসম্প্রসারণ করেছি
বিন্দু আমি, তুমি আমায় ঘিরে, বৃত্তের ভেতর শুধু তুমি আছো
মাতাল আমি তোমার প্রেমে, তাই অর্থহীন সবই যে প্রেম লাগে",5436206,bn,bn,bn
Prathom Sabkichhu,pop,Kabir Suman,2020,1864,{},"প্রথম স্কুলে যাবার দিন, প্রথমবার ফেল
প্রথম ছুটি হাওড়া থেকে ছেলেবেলার রেল
প্রথম খেলা লেকের মাঠে প্রথম ফুটবল
মান্না, পিকে, চুনীর ছবি, বিরাট সম্বল

প্রথম শেখা ইমন রাগ, প্রথম ঝাপ তাল
প্রথম দেখা শহরজোড়া বিরাট হরতাল
প্রথমবার লুকিয়ে টানা প্রথম সিগারেট
প্রথমবার নিজামে গিয়ে কাবাব ভরপেট
এই শহর জানে আমার প্রথম সবকিছু
পালাতে চাই যত, সে আসে আমার পিছু পিছু

প্রথম প্রেমে পড়ার পর সবাই পস্তায়
হন্যে হয়ে ক্লাস পালিয়ে ঘুরেছি রাস্তায়
প্রথম প্রেম ঘুচে যাওয়ার যন্ত্রণাকে নিয়ে
কান্না চেপে ঘুরেছিলাম তোমারই পথ দিয়ে
এই শহর জানে আমার প্রথম সবকিছু
পালাতে চাই যত, সে আসে আমার পিছু পিছু

প্রথম দেখা লাল নিশান, মিছিল কলতান
প্রথম শোনা জনসভায় হেই সামালো ধান
প্রথম দেখা তরুণ লাশ চলছে ভেসে ভেসে
দিনবদল করতে গিয়ে শহীদ হল শেষে
প্রথম দেখা ভিখারিনীর কোলে শহীদ শিশু
প্রথম দেখা আস্তাকুঁড়ে কলকাতার যীশু
প্রথম দেখা দিন-দুপুরে পুলিশ ঘুষ খায়
প্রথম জানা পয়সা দিয়ে সবই কেনা যায়
এই শহর জানে আমার প্রথম সবকিছু
পালাতে চাই যত, সে আসে আমার পিছু পিছু

প্রথম যৌবনের শেষে মাঝ বয়েসে আসা
গিটার নিয়ে গান ধরেছে আমার ভালোবাসা
প্রথম যৌবনের শেষে মাঝ বয়েসে আসা
গিটার নিয়ে গান ধরেছে আমার ভালোবাসা
লজ্জা ঘৃণা রাগের পরে এটাও বুঝি থাকে
এটাই দিবো তোমায় আর এই শহরটাকে",5442067,bn,bn,bn
Janlar Kanche,pop,Kabir Suman,2020,475,{},"জানলার কাঁচে বাতাস ধাক্কা দিচ্ছে
হন্যে বাতাস পাল্টে দেবার ইচ্ছে
বলছে বাতাস, আয় রে, পাল্টে আয়
দেখতে দেখতে সবই পাল্টে যায়

পাল্টায় মন, পাল্টায় চারপাশ
রাস্তায় আসে নতুন রুটের বাস
পাল্টায় চেনা মুখের দেখন-হাসি
পাল্টাও তুমি, তোমায় দেখতে আসি

পাল্টায় নাম ভাড়াটের তালিকায়
বলছে বাতাস, আয়, পাল্টাবি আয়

রাস্তার নাম পাল্টায় একদিন
ধারা পাল্টায় মাও সে তুং-এর চীন
প্রেম পাল্টায়, শরীরও পাল্টে যায়
ডাকছে জীবন, আয়, পাল্টাবি আয়

পাল্টায় মত, পাল্টায় বিশ্বাস
শ্লোগান পাল্টে হয়ে যায় ফিসফাস
ফিসফাসটাও পাল্টে যেতে পারে
হঠাৎ কারওর প্রচন্ড চিৎকারে
অন্য বাতাস নিয়ত পাল্টে দিচ্ছে
এমন কি সব পাল্টে যাবার ইচ্ছে
জানলার কাঁচে বাতাস ধাক্কা দিচ্ছে
হন্যে হাওয়া পাল্টে দেবার ইচ্ছে",5442101,bn,bn,bn
Benananda,pop,Bappa Mazumder,2020,166,{},"বাঁশপাতা আর কলমিলতা
গহীন জলে ভাসে রে
হাজার রঙ্গের স্বপ্ন হাসে বেনান্দের প্রাণেতে
বাঁশপাতা আর কলমিলতা
গহীন জলে ভাসে রে
হাজার রঙ্গের স্বপ্ন হাসে বেনান্দের প্রাণেতে
বাঁশপাতা আর কলমিলতা

এবার মরে সোনা হবো
স্বর্নকারের দোকানে যাবো
এবার মরে সোনা হবো গো

এবার মরে সোনা হবো
স্বর্নকারের দোকানে যাবো
মালা হয়ে উঠবো আমি
মালা হয়ে উঠবো আমি
বেনান্দের গলেতে

বাঁশপাতা আর কলমিলতা
গহীন জলে ভাসে রে
বাঁশপাতা আর কলমিলতা
এবার মরে সুতো হবো
তাঁতির ঘরে জন্ম নেবো
এবার মরে সুতো হবো গো

এবার মরে সুতো হবো
তাঁতির ঘরে জন্ম নেবো
শাড়ি হয়ে উঠবো আমি
শাড়ি হয়ে উঠবো আমি
বেনান্দের অঙ্গেতে

বাঁশপাতা আর কলমিলতা
গহীন জলে ভাসে রে
বাঁশপাতা আর কলমিলতা

এবার মরে মাটি হবো
কুমোর ঘরে জন্ম নেবো
এবার মরে মাটি হবো গো

এবার মরে মাটি হবো
কুমোর ঘরে জন্ম নেবো
কলসি হয়ে উঠবো আমি
কলসি হয়ে উঠবো আমি
বেনান্দের কাঙ্খেতে

বাঁশপাতা আর কলমিলতা
গহীন জলে ভাসে রে
হাজার রঙ্গের স্বপ্ন হাসে বেনান্দের প্রাণেতে
বাঁশপাতা আর কলমিলতা
গহীন জলে ভাসে রে
হাজার রঙ্গের স্বপ্ন হাসে বেনান্দের প্রাণেতে
বাঁশপাতা আর কলমিলতা",5453111,bn,bn,bn
Karon Taa Jana Nai,rap,RahatMusic,2020,34,{Raafky},"কারণ টা জানা নাই
কারণ টা জানা নাই
কারণ টা জানা নাই
কারণ টা জানা নাই

কারণ টা জানা নাই টাকা তে শান্তি নাই
কারণ টা জানা নাই শত্রুরা সুখে নাই

কারণ টা জানা নাই দুনিয়ার খবর নাই
ধর্ষন রোজ হয় But তার কোনো বিচার নাই
মনে কোনো শান্তি নাই অপরাধীর শাস্তি নাই
এক দলের নাম দিয়ে বাকি গুলো চুষে খাই
অতীত আজো ছাড়ে নাই সুখ ভাগে লিখা নাই
প্রতিবাদি সুর সবার ফেসবুকেই মরে যাই
খেলার মাঠে দেখা নাই লাল চোখে থাকে High
প্রতিদিনের জীবন যাপন মৃত্যু কবে জানা নাই

কারণ টা জানা নাই
কারণ টা জানা নাই
কারণ টা জানা নাই
কারণ টা জানা নাই
কারণ টা জানা নাই টাকা তে শান্তি নাই
কারণ টা জানা নাই শত্রুরা সুখে নাই


রাস্তা থেকে উঠে সব বাস্তবতার কাহিনী
এলাকাতে বসে কম রাজনীতি দেখিনি
কারো হাতে আসিনি শব্দ আমার বাহিনী
যা যা খুঁজে মন তার থেকে দুরে থাকিনি
হার নিয়ে কাদিনি হাসিমুখে চলেছি
একবারে পারিনি তাই শত বার দেখেছি
শেষে জয় এনেছি পিছু কিছু হয়েছি
খোদার রহম আছে তাই সব তোমাদের বলেছি
Beat এ আছে RAHAT
আর আমিতো আমি RAAFKY ON THE MIC BABY

রাস্তা থেকে উঠে সব বাস্তবতার কাহিনী
এলাকাতে বসে কম রাজনীতি দেখিনি
কারো হাতে আসিনি শব্দ আমার বাহিনী
যা যা খুঁজে মন তার থেকে দুরে থাকিনি
হার নিয়ে কাঁদিনি হাঁসিমুখে চলেছি
একবারে পারিনি তাই শত বার দেখেছি
শেষে জয় এনেছি পিছু কিছু হয়েছি
খোদার রহম আছে তাই সব তোমাদের বলেছি

হাঁসির মুখোস মুখে তবে মনে কেনো শান্তি নাই
যা ভাবি করবো ভালো তাই খারাপ হয়ে যাই
বয়সটা বাড়ে সাথে কমে সুখ তা বুঝিনাই
হয়েছি খারাপ তাতে আমার কোনো দোষ নাই
কারণ টা জানা নাই
কারণ টা জানা নাই
কারণ টা জানা নাই
কারণ টা জানা নাই

কারণ টা জানা নাই টাকা তে শান্তি নাই
কারণ টা জানা নাই শত্রুরা সুখে নাই",5463035,bn,bn,bn
Keno Piriti Baraila Re Bondhu Lyrics,country,Volume Records,2020,7,"{""Habib Wahid""}","কেন পিরিতি বাড়াইলারে বন্ধু
ছেড়ে যাইবা যদি
কেমনে রাখবি তোর মন
কেমনে রাখবি তোর মন
আমার আপন ঘরে বাধিরে বন্ধু
ছেড়ে যাইবা যদি
পাড়া পড়শী বাদী আমার
বাদী কাল ননদী
মরম জ্বালা সইতে নারি
দিবা নিশি কাঁদিরে বন্ধু
ছেড়ে যাইবা যদি
কারে কী বলিব আমি
নিজেই অপরাধী
কেঁদে কেঁদে চোখের জলে
কেঁদে কেঁদে চোখের জলে
বহাইলাম নদী রে বন্ধু
ছেড়ে যাইবা যদি
পাগল আব্দুল করিম বলে
হলো এ কী ব্যাধি
তুমি বিনে এ ভুবনে
তুমি বিনে এ ভুবনে
কে আছে আছে ঔষধি রে বন্ধু
ছেড়ে যাইবা যদি",5464145,bn,bn,bn
Amar Bhindeshi Tara - Lyrics,pop,Volume Records,2020,24,{Chandrabindoo},"আমার ভিনদেশী তারা
একা রাতেরই আকাশে
তুমি বাজালে একতারা
আমার চিলেকোঠার পাশে ।

ঠিক সন্ধ্যে নামার মুখে
তোমার নাম ধরে কেউ ডাকে
মুখ লুকিয়ে কার বুকে
তোমার গল্প বলো কাকে?

আমার রাতজাগা তারা
তোমার অন্য পাড়ায় বাড়ি
আমায় ভয় পাওয়া চেহারা
আমি আদতে আনাড়ি ।

আমার আকাশ দেখা ঘুড়ি
কিছু মিথ্যে বাহাদুরি
আমার চোখ বেঁধে দাও আলো
দাও শান্ত শীতল পাটি ।
তুমি মায়ের মতই ভালো
আমি একলাটি পথ হাঁটি ।
আমার বিচ্ছিরি একতারা
তুমি নাওনা কথা কানে ।
তোমার কিসের এত তাড়া?
এ রাস্তা পার হবে সাবধানে...
তোমার গায় লাগেনা ধুলো
আমার দু'মুঠো চাল-চুলো

রাখো শরীরে হাত যদি
আর জল মাখো দুই হাতে
প্লীজ ঘুম হয়ে যাও চোখে
আমার মন খারাপের রাতে ।
আমার রাতজাগা তারা
তোমার আকাশ ছোয়া বাড়ি
আমি পাইনা ছুঁতে তোমায়
আমার একলা লাগে ভারী ।।

আমার ভিনদেশী তারা লিরিক্স:

Amar Bhindeshi Tara
Eka raater e akashey
Tumi bajale ektara
Amar chileykothar pashe

Thik sandhye namar mukhe
Tomar naam dhore kew daake
Mukh lukiye kar bukey
Tomar golpo bolo kake?!
Amar raat jaga tara
Tomar onnyo parai bari
Amar bhoy paoa chehera
Ami adotey anaari

Amar akash dekha ghuri
Kichu mithye bahaduri
Amar chokh bendhe dao aalo
Dao shanto sheetol paati
Tumi maayer motoi bhalo
Ami eklati poth hanti

Amar bichhiri ek tara
Tumi naona kotha kane
Tomar kiser eto tara?
E rasta par hobe sabdhane
Tomar gaaye lage na dhulo
Amar du mutho chalchulo

Rakho shorire haat jodi
Arr jol makho dui haate
Please ghum hoye jao chokhe
Amar mon kharaper raate

Amar raat jaga tara
Tomar akash chonwa bari
Ami paina chunte tomay
Amar ekla lage bhari",5466426,bn,bn,bn
Chirosokha He,pop,Srikanto Acharya,2020,1741,{},"চিরসখা হে, ছেড়ো না মোরে
ছেড়ো না
সংসার গহনে নির্ভয় নির্ভর
নির্জনসজনে সঙ্গে রহো
চিরসখা হে, ছেড়ো না মোরে
ছেড়ো না

অধনের হও ধন, অনাথের নাথ
হও হে, অবলের বল
অধনের হও ধন হে
অধনের হও ধন, অনাথের নাথ
হও হে, অবলের বল
জরাভারাতুরে নবীন করো
হে সুধাসাগর

চিরসখা হে, ছেড়ো না মোরে
ছেড়ো না",5468420,bn,bn,bn
